Level	Rule Name	Subject	Property	Value
WARN	missing_definition	IAO:0000429	IAO:0000115	
WARN	missing_definition	IAO:0000582	IAO:0000115	
WARN	missing_definition	IAO:0020006	IAO:0000115	
WARN	missing_definition	IAO:0020019	IAO:0000115	
WARN	missing_definition	IAO:8000000	IAO:0000115	
WARN	missing_definition	IAO:8000016	IAO:0000115	
WARN	missing_definition	IAO:8000017	IAO:0000115	
WARN	missing_definition	IAO:8000019	IAO:0000115	
WARN	missing_definition	IAO:8000020	IAO:0000115	
WARN	missing_definition	NCBITaxon:9606	IAO:0000115	
WARN	missing_definition	OAE:0004334	IAO:0000115	
WARN	missing_definition	OMRSE:00000002	IAO:0000115	
WARN	missing_definition	OMRSE:00000003	IAO:0000115	
WARN	missing_definition	OMRSE:00000004	IAO:0000115	
WARN	missing_definition	OMRSE:00000005	IAO:0000115	
WARN	missing_definition	OMRSE:00000006	IAO:0000115	
WARN	missing_definition	OMRSE:00000016	IAO:0000115	
WARN	missing_definition	OMRSE:00000040	IAO:0000115	
WARN	missing_definition	OMRSE:00000048	IAO:0000115	
WARN	missing_definition	OMRSE:00000049	IAO:0000115	
WARN	missing_definition	OMRSE:00000050	IAO:0000115	
WARN	missing_definition	OMRSE:00000051	IAO:0000115	
WARN	missing_definition	OMRSE:00000055	IAO:0000115	
WARN	missing_definition	OMRSE:00000059	IAO:0000115	
WARN	missing_definition	OMRSE:00000060	IAO:0000115	
WARN	missing_definition	OMRSE:00000065	IAO:0000115	
WARN	missing_definition	OMRSE:00000068	IAO:0000115	
WARN	missing_definition	OMRSE:00000070	IAO:0000115	
WARN	missing_definition	OMRSE:00000071	IAO:0000115	
WARN	missing_definition	OMRSE:00000078	IAO:0000115	
WARN	missing_definition	OMRSE:00000084	IAO:0000115	
WARN	missing_definition	OMRSE:00000088	IAO:0000115	
WARN	missing_definition	OMRSE:00000095	IAO:0000115	
WARN	missing_definition	OMRSE:00000096	IAO:0000115	
WARN	missing_definition	OMRSE:00000097	IAO:0000115	
WARN	missing_definition	OMRSE:00000099	IAO:0000115	
WARN	missing_definition	OMRSE:00000101	IAO:0000115	
WARN	missing_definition	OMRSE:00000102	IAO:0000115	
WARN	missing_definition	OMRSE:00000105	IAO:0000115	
WARN	missing_definition	OMRSE:00000109	IAO:0000115	
WARN	missing_definition	OMRSE:00000111	IAO:0000115	
WARN	missing_definition	OMRSE:00000112	IAO:0000115	
WARN	missing_definition	OMRSE:00000113	IAO:0000115	
WARN	missing_definition	OMRSE:00000115	IAO:0000115	
WARN	missing_definition	OMRSE:00000116	IAO:0000115	
WARN	missing_definition	OMRSE:00000117	IAO:0000115	
WARN	missing_definition	OMRSE:00000118	IAO:0000115	
WARN	missing_definition	OMRSE:00000119	IAO:0000115	
WARN	missing_definition	OMRSE:00000120	IAO:0000115	
WARN	missing_definition	OMRSE:00000121	IAO:0000115	
WARN	missing_definition	OMRSE:00000122	IAO:0000115	
WARN	missing_definition	OMRSE:00000123	IAO:0000115	
WARN	missing_definition	OMRSE:00000124	IAO:0000115	
WARN	missing_definition	OMRSE:00000125	IAO:0000115	
WARN	missing_definition	OMRSE:00000131	IAO:0000115	
WARN	missing_definition	OMRSE:00000134	IAO:0000115	
WARN	missing_definition	OMRSE:00000135	IAO:0000115	
WARN	missing_definition	OMRSE:00000136	IAO:0000115	
WARN	missing_definition	OMRSE:00000137	IAO:0000115	
WARN	missing_definition	OMRSE:00000139	IAO:0000115	
WARN	missing_definition	OMRSE:00000143	IAO:0000115	
WARN	missing_definition	OMRSE:00000149	IAO:0000115	
WARN	missing_definition	OMRSE:00000151	IAO:0000115	
WARN	missing_definition	OMRSE:00000152	IAO:0000115	
WARN	missing_definition	OMRSE:00000154	IAO:0000115	
WARN	missing_definition	OMRSE:00000155	IAO:0000115	
WARN	missing_definition	OMRSE:00000156	IAO:0000115	
WARN	missing_definition	OMRSE:00000158	IAO:0000115	
WARN	missing_definition	OMRSE:00000160	IAO:0000115	
WARN	missing_definition	OMRSE:00000161	IAO:0000115	
WARN	missing_definition	OMRSE:00000163	IAO:0000115	
WARN	missing_definition	OMRSE:00000164	IAO:0000115	
WARN	missing_definition	OMRSE:00000165	IAO:0000115	
WARN	missing_definition	OMRSE:00000166	IAO:0000115	
WARN	missing_definition	OMRSE:00000167	IAO:0000115	
WARN	missing_definition	OMRSE:00000169	IAO:0000115	
WARN	missing_definition	OMRSE:00000170	IAO:0000115	
WARN	missing_definition	OMRSE:00000171	IAO:0000115	
WARN	missing_definition	OMRSE:00000172	IAO:0000115	
WARN	missing_definition	OMRSE:00000174	IAO:0000115	
WARN	missing_definition	OMRSE:00000175	IAO:0000115	
WARN	missing_definition	OMRSE:00000179	IAO:0000115	
WARN	missing_definition	OMRSE:00000188	IAO:0000115	
WARN	missing_definition	OMRSE:00000189	IAO:0000115	
WARN	missing_definition	OMRSE:00000190	IAO:0000115	
WARN	missing_definition	OMRSE:00000501	IAO:0000115	
WARN	missing_definition	OMRSE:00000502	IAO:0000115	
WARN	missing_definition	OMRSE:00000503	IAO:0000115	
WARN	missing_definition	OMRSE:00000504	IAO:0000115	
WARN	missing_definition	OMRSE:00000505	IAO:0000115	
WARN	missing_definition	OMRSE:00000506	IAO:0000115	
WARN	missing_definition	OMRSE:00002025	IAO:0000115	
WARN	missing_definition	OMRSE:00002026	IAO:0000115	
WARN	missing_definition	OMRSE:00002027	IAO:0000115	
WARN	missing_definition	OMRSE:00002028	IAO:0000115	
WARN	missing_definition	OMRSE:00002042	IAO:0000115	
WARN	missing_definition	OOSTT:00000030	IAO:0000115	
WARN	missing_definition	obo:ORCS_00000046	IAO:0000115	
WARN	missing_definition	PATO:0001894	IAO:0000115	
WARN	missing_definition	RO:0001018	IAO:0000115	
WARN	missing_definition	RO:0001019	IAO:0000115	
WARN	missing_definition	RO:0002016	IAO:0000115	
WARN	missing_definition	RO:0002017	IAO:0000115	
WARN	missing_definition	RO:0002022	IAO:0000115	
WARN	missing_definition	RO:0002081	IAO:0000115	
WARN	missing_definition	RO:0002082	IAO:0000115	
WARN	missing_definition	RO:0002083	IAO:0000115	
WARN	missing_definition	RO:0002084	IAO:0000115	
WARN	missing_definition	RO:0002085	IAO:0000115	
WARN	missing_definition	RO:0002086	IAO:0000115	
WARN	missing_definition	RO:0002087	IAO:0000115	
WARN	missing_definition	RO:0002088	IAO:0000115	
WARN	missing_definition	RO:0002089	IAO:0000115	
WARN	missing_definition	RO:0002090	IAO:0000115	
WARN	missing_definition	RO:0002091	IAO:0000115	
WARN	missing_definition	RO:0002092	IAO:0000115	
WARN	missing_definition	RO:0002093	IAO:0000115	
WARN	missing_definition	RO:0002175	IAO:0000115	
WARN	missing_definition	RO:0002222	IAO:0000115	
WARN	missing_definition	RO:0002304	IAO:0000115	
WARN	missing_definition	RO:0002305	IAO:0000115	
WARN	missing_definition	RO:0002326	IAO:0000115	
WARN	missing_definition	RO:0002327	IAO:0000115	
WARN	missing_definition	RO:0002344	IAO:0000115	
WARN	missing_definition	RO:0002354	IAO:0000115	
WARN	missing_definition	RO:0002360	IAO:0000115	
WARN	missing_definition	RO:0002405	IAO:0000115	
WARN	missing_definition	RO:0002408	IAO:0000115	
WARN	missing_definition	RO:0002409	IAO:0000115	
WARN	missing_definition	RO:0002423	IAO:0000115	
WARN	missing_definition	RO:0002424	IAO:0000115	
WARN	missing_definition	RO:0002425	IAO:0000115	
WARN	missing_definition	RO:0002426	IAO:0000115	
WARN	missing_definition	RO:0002447	IAO:0000115	
WARN	missing_definition	RO:0002461	IAO:0000115	
WARN	missing_definition	RO:0002462	IAO:0000115	
WARN	missing_definition	RO:0002463	IAO:0000115	
WARN	missing_definition	RO:0002464	IAO:0000115	
WARN	missing_definition	RO:0002465	IAO:0000115	
WARN	missing_definition	RO:0002466	IAO:0000115	
WARN	missing_definition	RO:0002467	IAO:0000115	
WARN	missing_definition	RO:0002468	IAO:0000115	
WARN	missing_definition	RO:0002481	IAO:0000115	
WARN	missing_definition	RO:0002482	IAO:0000115	
WARN	missing_definition	RO:0002483	IAO:0000115	
WARN	missing_definition	RO:0002485	IAO:0000115	
WARN	missing_definition	RO:0002486	IAO:0000115	
WARN	missing_definition	RO:0002502	IAO:0000115	
WARN	missing_definition	RO:0002506	IAO:0000115	
WARN	missing_definition	RO:0002535	IAO:0000115	
WARN	missing_definition	RO:0002536	IAO:0000115	
WARN	missing_definition	RO:0002537	IAO:0000115	
WARN	missing_definition	RO:0002538	IAO:0000115	
WARN	missing_definition	RO:0002549	IAO:0000115	
WARN	missing_definition	RO:0002550	IAO:0000115	
WARN	missing_definition	RO:0002559	IAO:0000115	
WARN	missing_definition	RO:0002563	IAO:0000115	
WARN	missing_definition	RO:0002564	IAO:0000115	
WARN	missing_definition	RO:0002580	IAO:0000115	
WARN	missing_definition	RO:0002611	IAO:0000115	
WARN	missing_definition	RO:0002616	IAO:0000115	
WARN	missing_definition	RO:0004000	IAO:0000115	
WARN	missing_definition	RO:0004001	IAO:0000115	
WARN	missing_definition	RO:0004002	IAO:0000115	
WARN	missing_definition	RO:0004003	IAO:0000115	
WARN	missing_definition	RO:0004004	IAO:0000115	
WARN	missing_definition	RO:0004005	IAO:0000115	
WARN	missing_definition	RO:0004006	IAO:0000115	
WARN	missing_definition	RO:0004010	IAO:0000115	
WARN	missing_definition	RO:0004017	IAO:0000115	
WARN	missing_definition	RO:0004018	IAO:0000115	
WARN	missing_definition	RO:0004019	IAO:0000115	
WARN	missing_definition	RO:0004032	IAO:0000115	
WARN	missing_definition	RO:0004033	IAO:0000115	
WARN	missing_definition	RO:0004046	IAO:0000115	
WARN	missing_definition	RO:0004047	IAO:0000115	
WARN	missing_definition	RO:0004049	IAO:0000115	
WARN	missing_definition	RO:0004050	IAO:0000115	
WARN	missing_definition	UBERON:0001560	IAO:0000115	
WARN	missing_definition	UBERON:0013522	IAO:0000115	
WARN	missing_definition	UBERON:0034944	IAO:0000115	
WARN	missing_definition	obo:UBPROP_0000001	IAO:0000115	
WARN	missing_definition	obo:UBPROP_0000002	IAO:0000115	
WARN	missing_definition	obo:UBPROP_0000003	IAO:0000115	
WARN	missing_definition	obo:UBPROP_0000007	IAO:0000115	
WARN	missing_definition	obo:UBPROP_0000008	IAO:0000115	
WARN	missing_definition	obo:UBPROP_0000009	IAO:0000115	
WARN	missing_definition	obo:UBPROP_0000010	IAO:0000115	
WARN	missing_definition	obo:UBPROP_0000011	IAO:0000115	
WARN	missing_definition	obo:UBPROP_0000012	IAO:0000115	
WARN	missing_definition	obo:UBPROP_0000202	IAO:0000115	
WARN	missing_definition	obo:apollo_sv.owl/APOLLO_SV_0000040	IAO:0000115	
WARN	missing_definition	dc11:contributor	IAO:0000115	
WARN	missing_definition	http://purl.org/obo/owl/PATO#PATO_0001025	IAO:0000115	
WARN	missing_definition	oboInOwl:ObsoleteClass	IAO:0000115	
WARN	missing_definition	oboInOwl:SubsetProperty	IAO:0000115	
WARN	missing_definition	oboInOwl:hasAlternativeId	IAO:0000115	
WARN	missing_definition	oboInOwl:hasBroadSynonym	IAO:0000115	
WARN	missing_definition	oboInOwl:hasDbXref	IAO:0000115	
WARN	missing_definition	oboInOwl:hasExactSynonym	IAO:0000115	
WARN	missing_definition	oboInOwl:hasNarrowSynonym	IAO:0000115	
WARN	missing_definition	oboInOwl:hasOBOFormatVersion	IAO:0000115	
WARN	missing_definition	oboInOwl:hasOBONamespace	IAO:0000115	
WARN	missing_definition	oboInOwl:hasRelatedSynonym	IAO:0000115	
WARN	missing_definition	oboInOwl:hasScope	IAO:0000115	
WARN	missing_definition	oboInOwl:hasSynonymType	IAO:0000115	
WARN	missing_definition	oboInOwl:inSubset	IAO:0000115	
WARN	missing_definition	oboInOwl:shorthand	IAO:0000115	
WARN	missing_definition	foaf:depicted_by	IAO:0000115	
WARN	missing_obsolete_label	OMRSE:00000020	rdfs:label	is-aggregate-of
WARN	missing_obsolete_label	OMRSE:00000168	rdfs:label	questions asking process@en
WARN	missing_obsolete_label	OMRSE:00000173	rdfs:label	material information bearer of question text plus answer set@en
WARN	missing_obsolete_label	OMRSE:00000176	rdfs:label	identity question asking process@en
WARN	missing_obsolete_label	OMRSE:00000177	rdfs:label	ethnic identity question asking process@en
WARN	missing_obsolete_label	OMRSE:00000178	rdfs:label	race identity question asking process@en
WARN	missing_obsolete_label	obo:ORCS_00000049	rdfs:label	deprecated emergency department encounter@en
WARN	missing_obsolete_label	obo:ORCS_00000068	rdfs:label	DEPRECATED obsolete code set
WARN	missing_obsolete_label	RO:0002217	rdfs:label	actively participates in@en
WARN	missing_obsolete_label	RO:0002218	rdfs:label	has active participant@en
WARN	missing_obsolete_label	RO:0004096	rdfs:label	DEPRECATED inheres in@en
WARN	missing_obsolete_label	RO:0004097	rdfs:label	DEPRECATED bearer of@en
WARN	duplicate_scoped_synonym	UBERON:0002368	oboInOwl:hasExactSynonym	ductless gland
WARN	duplicate_scoped_synonym	UBERON:0002368	oboInOwl:hasRelatedSynonym	ductless gland
WARN	duplicate_scoped_synonym	UBERON:0002369	oboInOwl:hasExactSynonym	glandula suprarenalis
WARN	duplicate_scoped_synonym	UBERON:0002369	oboInOwl:hasRelatedSynonym	glandula suprarenalis
WARN	annotation_whitespace	BFO:0000002	IAO:0000602	(forall (x y) (if (and (Continuant x) (exists (t) (continuantPartOfAt y x t))) (Continuant y))) // axiom label in BFO2 CLIF: [009-002] 
WARN	annotation_whitespace	BFO:0000002	IAO:0000602	(forall (x y) (if (and (Continuant x) (exists (t) (hasContinuantPartOfAt y x t))) (Continuant y))) // axiom label in BFO2 CLIF: [126-001] 
WARN	annotation_whitespace	BFO:0000002	IAO:0000602	(forall (x) (if (Continuant x) (Entity x))) // axiom label in BFO2 CLIF: [008-002] 
WARN	annotation_whitespace	BFO:0000002	IAO:0000602	(forall (x) (if (Material Entity x) (exists (t) (and (TemporalRegion t) (existsAt x t))))) // axiom label in BFO2 CLIF: [011-002] 
WARN	annotation_whitespace	BFO:0000003	IAO:0000602	(forall (x) (if (Occurrent x) (exists (r) (and (SpatioTemporalRegion r) (occupiesSpatioTemporalRegion x r))))) // axiom label in BFO2 CLIF: [108-001] 
WARN	annotation_whitespace	BFO:0000003	IAO:0000602	(forall (x) (iff (Occurrent x) (and (Entity x) (exists (y) (temporalPartOf y x))))) // axiom label in BFO2 CLIF: [079-001] 
WARN	annotation_whitespace	BFO:0000004	IAO:0000602	(forall (x t) (if (IndependentContinuant x) (exists (r) (and (SpatialRegion r) (locatedInAt x r t))))) // axiom label in BFO2 CLIF: [134-001] 
WARN	annotation_whitespace	BFO:0000004	IAO:0000602	(forall (x t) (if (and (IndependentContinuant x) (existsAt x t)) (exists (y) (and (Entity y) (specificallyDependsOnAt y x t))))) // axiom label in BFO2 CLIF: [018-002] 
WARN	annotation_whitespace	BFO:0000004	IAO:0000602	(iff (IndependentContinuant a) (and (Continuant a) (not (exists (b t) (specificallyDependsOnAt a b t))))) // axiom label in BFO2 CLIF: [017-002] 
WARN	annotation_whitespace	BFO:0000006	IAO:0000602	(forall (x y t) (if (and (SpatialRegion x) (continuantPartOfAt y x t)) (SpatialRegion y))) // axiom label in BFO2 CLIF: [036-001] 
WARN	annotation_whitespace	BFO:0000006	IAO:0000602	(forall (x) (if (SpatialRegion x) (Continuant x))) // axiom label in BFO2 CLIF: [035-001] 
WARN	annotation_whitespace	BFO:0000008	IAO:0000602	(forall (r) (if (TemporalRegion r) (occupiesTemporalRegion r r))) // axiom label in BFO2 CLIF: [119-002] 
WARN	annotation_whitespace	BFO:0000008	IAO:0000602	(forall (x y) (if (and (TemporalRegion x) (occurrentPartOf y x)) (TemporalRegion y))) // axiom label in BFO2 CLIF: [101-001] 
WARN	annotation_whitespace	BFO:0000008	IAO:0000602	(forall (x) (if (TemporalRegion x) (Occurrent x))) // axiom label in BFO2 CLIF: [100-001] 
WARN	annotation_whitespace	BFO:0000009	IAO:0000602	(forall (x) (if (TwoDimensionalSpatialRegion x) (SpatialRegion x))) // axiom label in BFO2 CLIF: [039-001] 
WARN	annotation_whitespace	BFO:0000011	IAO:0000602	(forall (r) (if (SpatioTemporalRegion r) (occupiesSpatioTemporalRegion r r))) // axiom label in BFO2 CLIF: [107-002] 
WARN	annotation_whitespace	BFO:0000011	IAO:0000602	(forall (x t) (if (SpatioTemporalRegion x) (exists (y) (and (SpatialRegion y) (spatiallyProjectsOntoAt x y t))))) // axiom label in BFO2 CLIF: [099-001] 
WARN	annotation_whitespace	BFO:0000011	IAO:0000602	(forall (x y) (if (and (SpatioTemporalRegion x) (occurrentPartOf y x)) (SpatioTemporalRegion y))) // axiom label in BFO2 CLIF: [096-001] 
WARN	annotation_whitespace	BFO:0000011	IAO:0000602	(forall (x) (if (SpatioTemporalRegion x) (Occurrent x))) // axiom label in BFO2 CLIF: [095-001] 
WARN	annotation_whitespace	BFO:0000011	IAO:0000602	(forall (x) (if (SpatioTemporalRegion x) (exists (y) (and (TemporalRegion y) (temporallyProjectsOnto x y))))) // axiom label in BFO2 CLIF: [098-001] 
WARN	annotation_whitespace	BFO:0000015	IAO:0000602	(iff (Process a) (and (Occurrent a) (exists (b) (properTemporalPartOf b a)) (exists (c t) (and (MaterialEntity c) (specificallyDependsOnAt a c t))))) // axiom label in BFO2 CLIF: [083-003] 
WARN	annotation_whitespace	BFO:0000016	IAO:0000602	(forall (x t) (if (and (RealizableEntity x) (existsAt x t)) (exists (y) (and (MaterialEntity y) (specificallyDepends x y t))))) // axiom label in BFO2 CLIF: [063-002] 
WARN	annotation_whitespace	BFO:0000016	IAO:0000602	(forall (x) (if (Disposition x) (and (RealizableEntity x) (exists (y) (and (MaterialEntity y) (bearerOfAt x y t)))))) // axiom label in BFO2 CLIF: [062-002] 
WARN	annotation_whitespace	BFO:0000017	IAO:0000602	(forall (x t) (if (RealizableEntity x) (exists (y) (and (IndependentContinuant y) (not (SpatialRegion y)) (bearerOfAt y x t))))) // axiom label in BFO2 CLIF: [060-002] 
WARN	annotation_whitespace	BFO:0000017	IAO:0000602	(forall (x) (if (RealizableEntity x) (and (SpecificallyDependentContinuant x) (exists (y) (and (IndependentContinuant y) (not (SpatialRegion y)) (inheresIn x y)))))) // axiom label in BFO2 CLIF: [058-002] 
WARN	annotation_whitespace	BFO:0000018	IAO:0000602	(forall (x) (if (ZeroDimensionalSpatialRegion x) (SpatialRegion x))) // axiom label in BFO2 CLIF: [037-001] 
WARN	annotation_whitespace	BFO:0000019	IAO:0000602	(forall (x) (if (Quality x) (SpecificallyDependentContinuant x))) // axiom label in BFO2 CLIF: [055-001] 
WARN	annotation_whitespace	BFO:0000019	IAO:0000602	(forall (x) (if (exists (t) (and (existsAt x t) (Quality x))) (forall (t_1) (if (existsAt x t_1) (Quality x))))) // axiom label in BFO2 CLIF: [105-001] 
WARN	annotation_whitespace	BFO:0000020	IAO:0000602	(iff (SpecificallyDependentContinuant a) (and (Continuant a) (forall (t) (if (existsAt a t) (exists (b) (and (IndependentContinuant b) (not (SpatialRegion b)) (specificallyDependsOnAt a b t))))))) // axiom label in BFO2 CLIF: [050-003] 
WARN	annotation_whitespace	BFO:0000023	IAO:0000602	(forall (x) (if (Role x) (RealizableEntity x))) // axiom label in BFO2 CLIF: [061-001] 
WARN	annotation_whitespace	BFO:0000024	IAO:0000602	(forall (x) (if (FiatObjectPart x) (and (MaterialEntity x) (forall (t) (if (existsAt x t) (exists (y) (and (Object y) (properContinuantPartOfAt x y t)))))))) // axiom label in BFO2 CLIF: [027-004] 
WARN	annotation_whitespace	BFO:0000026	IAO:0000602	(forall (x) (if (OneDimensionalSpatialRegion x) (SpatialRegion x))) // axiom label in BFO2 CLIF: [038-001] 
WARN	annotation_whitespace	BFO:0000027	IAO:0000116	An entity a is an object aggregate if and only if there is a mutually exhaustive and pairwise disjoint partition of a into objects 
WARN	annotation_whitespace	BFO:0000027	IAO:0000602	(forall (x) (if (ObjectAggregate x) (and (MaterialEntity x) (forall (t) (if (existsAt x t) (exists (y z) (and (Object y) (Object z) (memberPartOfAt y x t) (memberPartOfAt z x t) (not (= y z)))))) (not (exists (w t_1) (and (memberPartOfAt w x t_1) (not (Object w)))))))) // axiom label in BFO2 CLIF: [025-004] 
WARN	annotation_whitespace	BFO:0000028	IAO:0000602	(forall (x) (if (ThreeDimensionalSpatialRegion x) (SpatialRegion x))) // axiom label in BFO2 CLIF: [040-001] 
WARN	annotation_whitespace	BFO:0000029	IAO:0000602	(forall (x) (if (Site x) (ImmaterialEntity x))) // axiom label in BFO2 CLIF: [034-002] 
WARN	annotation_whitespace	BFO:0000031	IAO:0000602	(iff (GenericallyDependentContinuant a) (and (Continuant a) (exists (b t) (genericallyDependsOnAt a b t)))) // axiom label in BFO2 CLIF: [074-001] 
WARN	annotation_whitespace	BFO:0000034	IAO:0000602	(forall (x) (if (Function x) (Disposition x))) // axiom label in BFO2 CLIF: [064-001] 
WARN	annotation_whitespace	BFO:0000035	IAO:0000602	(forall (x) (if (ProcessBoundary x) (exists (y) (and (ZeroDimensionalTemporalRegion y) (occupiesTemporalRegion x y))))) // axiom label in BFO2 CLIF: [085-002] 
WARN	annotation_whitespace	BFO:0000035	IAO:0000602	(iff (ProcessBoundary a) (exists (p) (and (Process p) (temporalPartOf a p) (not (exists (b) (properTemporalPartOf b a)))))) // axiom label in BFO2 CLIF: [084-001] 
WARN	annotation_whitespace	BFO:0000038	IAO:0000602	(forall (x) (if (OneDimensionalTemporalRegion x) (TemporalRegion x))) // axiom label in BFO2 CLIF: [103-001] 
WARN	annotation_whitespace	BFO:0000040	IAO:0000602	(forall (x) (if (MaterialEntity x) (IndependentContinuant x))) // axiom label in BFO2 CLIF: [019-002] 
WARN	annotation_whitespace	BFO:0000040	IAO:0000602	(forall (x) (if (and (Entity x) (exists (y t) (and (MaterialEntity y) (continuantPartOfAt x y t)))) (MaterialEntity x))) // axiom label in BFO2 CLIF: [021-002] 
WARN	annotation_whitespace	BFO:0000040	IAO:0000602	(forall (x) (if (and (Entity x) (exists (y t) (and (MaterialEntity y) (continuantPartOfAt y x t)))) (MaterialEntity x))) // axiom label in BFO2 CLIF: [020-002] 
WARN	annotation_whitespace	BFO:0000117	IAO:0000602	(iff (hasOccurrentPart a b) (occurrentPartOf b a)) // axiom label in BFO2 CLIF: [007-001] 
WARN	annotation_whitespace	BFO:0000132	IAO:0000602	(forall (x y t) (if (and (occurrentPartOf x y t) (not (= x y))) (exists (z) (and (occurrentPartOf z y t) (not (exists (w) (and (occurrentPartOf w x t) (occurrentPartOf w z t)))))))) // axiom label in BFO2 CLIF: [124-001] 
WARN	annotation_whitespace	BFO:0000132	IAO:0000602	(forall (x y t) (if (and (occurrentPartOf x y t) (occurrentPartOf y x t)) (= x y))) // axiom label in BFO2 CLIF: [123-001] 
WARN	annotation_whitespace	BFO:0000132	IAO:0000602	(forall (x y t) (if (exists (v) (and (occurrentPartOf v x t) (occurrentPartOf v y t))) (exists (z) (forall (u w) (iff (iff (occurrentPartOf w u t) (and (occurrentPartOf w x t) (occurrentPartOf w y t))) (= z u)))))) // axiom label in BFO2 CLIF: [125-001] 
WARN	annotation_whitespace	BFO:0000132	IAO:0000602	(forall (x y z) (if (and (occurrentPartOf x y) (occurrentPartOf y z)) (occurrentPartOf x z))) // axiom label in BFO2 CLIF: [112-001] 
WARN	annotation_whitespace	BFO:0000132	IAO:0000602	(forall (x) (if (Occurrent x) (occurrentPartOf x x))) // axiom label in BFO2 CLIF: [113-002] 
WARN	annotation_whitespace	BFO:0000138	IAO:0000602	(iff (properOccurrentPartOf a b) (and (occurrentPartOf a b) (not (= a b)))) // axiom label in BFO2 CLIF: [005-001] 
WARN	annotation_whitespace	BFO:0000139	IAO:0000602	(forall (x y) (if (properTemporalPartOf x y) (exists (z) (and (properTemporalPartOf z y) (not (exists (w) (and (temporalPartOf w x) (temporalPartOf w z)))))))) // axiom label in BFO2 CLIF: [117-002] 
WARN	annotation_whitespace	BFO:0000139	IAO:0000602	(iff (properTemporalPartOf a b) (and (temporalPartOf a b) (not (= a b)))) // axiom label in BFO2 CLIF: [116-001] 
WARN	annotation_whitespace	BFO:0000139	IAO:0000602	(iff (temporalPartOf a b) (and (occurrentPartOf a b) (exists (t) (and (TemporalRegion t) (occupiesSpatioTemporalRegion a t))) (forall (c t_1) (if (and (Occurrent c) (occupiesSpatioTemporalRegion c t_1) (occurrentPartOf t_1 r)) (iff (occurrentPartOf c a) (occurrentPartOf c b)))))) // axiom label in BFO2 CLIF: [078-003] 
WARN	annotation_whitespace	BFO:0000140	IAO:0000602	(iff (ContinuantFiatBoundary a) (and (ImmaterialEntity a) (exists (b) (and (or (ZeroDimensionalSpatialRegion b) (OneDimensionalSpatialRegion b) (TwoDimensionalSpatialRegion b)) (forall (t) (locatedInAt a b t)))) (not (exists (c t) (and (SpatialRegion c) (continuantPartOfAt c a t)))))) // axiom label in BFO2 CLIF: [029-001] 
WARN	annotation_whitespace	BFO:0000142	IAO:0000602	(iff (OneDimensionalContinuantFiatBoundary a) (and (ContinuantFiatBoundary a) (exists (b) (and (OneDimensionalSpatialRegion b) (forall (t) (locatedInAt a b t)))))) // axiom label in BFO2 CLIF: [032-001] 
WARN	annotation_whitespace	BFO:0000144	IAO:0000602	(forall (x y) (if (processProfileOf x y) (and (properContinuantPartOf x y) (exists (z t) (and (properOccurrentPartOf z y) (TemporalRegion t) (occupiesSpatioTemporalRegion x t) (occupiesSpatioTemporalRegion y t) (occupiesSpatioTemporalRegion z t) (not (exists (w) (and (occurrentPartOf w x) (occurrentPartOf w z))))))))) // axiom label in BFO2 CLIF: [094-005] 
WARN	annotation_whitespace	BFO:0000144	IAO:0000602	(iff (ProcessProfile a) (exists (b) (and (Process b) (processProfileOf a b)))) // axiom label in BFO2 CLIF: [093-002] 
WARN	annotation_whitespace	BFO:0000145	IAO:0000602	(iff (RelationalQuality a) (exists (b c t) (and (IndependentContinuant b) (IndependentContinuant c) (qualityOfAt a b t) (qualityOfAt a c t)))) // axiom label in BFO2 CLIF: [057-001] 
WARN	annotation_whitespace	BFO:0000146	IAO:0000602	(iff (TwoDimensionalContinuantFiatBoundary a) (and (ContinuantFiatBoundary a) (exists (b) (and (TwoDimensionalSpatialRegion b) (forall (t) (locatedInAt a b t)))))) // axiom label in BFO2 CLIF: [033-001] 
WARN	annotation_whitespace	BFO:0000147	IAO:0000602	(iff (ZeroDimensionalContinuantFiatBoundary a) (and (ContinuantFiatBoundary a) (exists (b) (and (ZeroDimensionalSpatialRegion b) (forall (t) (locatedInAt a b t)))))) // axiom label in BFO2 CLIF: [031-001] 
WARN	annotation_whitespace	BFO:0000148	IAO:0000602	(forall (x) (if (ZeroDimensionalTemporalRegion x) (TemporalRegion x))) // axiom label in BFO2 CLIF: [102-001] 
WARN	annotation_whitespace	BFO:0000184	skos:example	This life is the history of this organism. @en
WARN	annotation_whitespace	BFO:0000185	skos:example	This organism has history this life. @en
WARN	annotation_whitespace	BFO:0000202	skos:example	The year 2018. @en
WARN	annotation_whitespace	BFO:0000202	skos:scopeNote	A one-dimensional temporal region can include as parts not only temporal intervals but also temporal instants separated from other parts by gaps. @en
WARN	annotation_whitespace	IAO:0000009	IAO:0000232	"9/22/11 BP: changed the rdfs:label for this class from 'label' to 'datum label' to convey that this class is not intended to cover all kinds of labels (stickers, radiolabels, etc.), and not even all kind of textual labels, but rather the kind of labels occuring in a datum. "
				
WARN	annotation_whitespace	IAO:0000115	IAO:0000116	2012-04-05: 
Barry Smith				
				
"The official OBI definition, explaining the meaning of a class or property: 'Shall be Aristotelian, formalized and normalized. Can be augmented with colloquial definitions'  is terrible."				
				
Can you fix to something like:				
				
A statement of necessary and sufficient conditions explaining the meaning of an expression referring to a class or property.				
				
Alan Ruttenberg				
				
